locus	band	gene_id	gene_sym	chrom	coord_hg19	n	beta_log2fc_per_alt	se	t	p	perm_p	bh_q	direction	mean_log2rpkm
chr16:14954790-15100859		ENSG00000157045.4	ENSG00000157045.4	16	15149921	462	-0.00559	0.02513	-0.2223	0.8241574248637809	0.8461538461538461	0.9547608352902568	down	4.6605
chr16:14954790-15100859		ENSG00000262470.1	ENSG00000262470.1	16	14294214	462	0.00803	0.03619	0.222	0.8244259555131539	0.8531468531468531	0.9547608352902568	up	1.4551
chr17:16823490-18384190		ENSG00000170425.2	ENSG00000170425.2	17	15848231	462	-0.00965	0.04382	-0.2202	0.8258320899972852	0.8291708291708292	0.9554954461837748	down	0.436
chr11:18249084-18265819		ENSG00000129167.5	ENSG00000129167.5	11	18063973	462	-0.01451	0.06667	-0.2177	0.8277931797625392	0.8091908091908092	0.955670442885911	down	0.3377
chr2:45065588-45081777		ENSG00000259439.1	ENSG00000259439.1	2	45166338	462	-0.00608	0.02803	-0.217	0.8282986071203152	0.8431568431568431	0.955670442885911	down	0.2123
chr17:16823490-18384190		ENSG00000131899.6	ENSG00000131899.6	17	18128901	462	-0.00551	0.0254	-0.2169	0.828372458231309	0.8291708291708292	0.955670442885911	down	0.9891
chr2:91832040-92012663		ENSG00000143429.4	ENSG00000143429.4	2	91847975	462	-0.02616	0.12114	-0.2159	0.8291361886025674	0.8281718281718282	0.955670442885911	down	2.9802
chr17:45585159-46292045		ENSG00000214447.3	ENSG00000214447.3	17	42977135	462	-0.00269	0.01252	-0.215	0.8298430743960858	0.8161838161838162	0.955670442885911	down	0.2119
chr12:46896694-46915975		ENSG00000247774.2	ENSG00000247774.2	12	47610239	462	-0.01568	0.07351	-0.2133	0.8312219413483598	0.8281718281718282	0.9558376750619069	down	3.3757
chr2:87987171-111255403		ENSG00000241244.1	ENSG00000241244.1	2	90139078	462	-0.06885	0.32345	-0.2129	0.8315324523761499	0.8271728271728271	0.9558376750619069	down	3.5864
chr1:149843518-149850293		ENSG00000184260.4	ENSG00000184260.4	1	149858525	462	-0.05943	0.28433	-0.209	0.8345174603143373	0.8401598401598401	0.9583790499713817	down	3.1946
chr5:177946129-178003952		ENSG00000247679.2	ENSG00000247679.2	5	177038254	462	-0.0095	0.04667	-0.2036	0.8387660301538352	0.8391608391608392	0.9601890960937158	down	0.7698
chr2:87987171-111255403		ENSG00000243264.1	ENSG00000243264.1	2	89986322	462	-0.05918	0.2929	-0.2021	0.8399660310286556	0.8361638361638362	0.9601890960937158	down	2.7144
chr7:65219157-65531823		ENSG00000169902.8	ENSG00000169902.8	7	65670186	462	0.00434	0.02169	0.1999	0.8416303569359762	0.8501498501498501	0.9601890960937158	up	1.9029
chr12:75713180-75731794		ENSG00000258304.1	ENSG00000258304.1	12	76509491	462	-0.00711	0.03559	-0.1999	0.8416411430636415	0.8321678321678322	0.9601890960937158	down	0.2976
chr2:87987171-111255403		ENSG00000228325.2	ENSG00000228325.2	2	90538363	462	0.03445	0.17255	0.1997	0.8418196107946313	0.8421578421578422	0.9601890960937158	up	4.5516
chr11:71571819-71576724		ENSG00000251143.1	ENSG00000251143.1	11	71725337	462	-0.00932	0.04718	-0.1976	0.8434850042289035	0.8441558441558441	0.9601890960937158	down	3.7488
chr17:16823490-18384190		ENSG00000230865.1	ENSG00000230865.1	17	17359741	462	-0.00569	0.0288	-0.1974	0.8435825641592622	0.8551448551448552	0.9601890960937158	down	0.6244
chr17:3082008-3221835		ENSG00000177602.4	ENSG00000177602.4	17	3627211	462	0.03795	0.19279	0.1968	0.8440391707347011	0.8351648351648352	0.9601890960937158	up	2.549
chr1:149843518-149850293		ENSG00000184270.3	ENSG00000184270.3	1	149859466	462	-0.01077	0.05531	-0.1947	0.8457199299176837	0.8411588411588412	0.9601890960937158	down	0.1487
chr11:71571819-71576724		ENSG00000137497.12	ENSG00000137497.12	11	71791739	462	0.01164	0.05987	0.1945	0.8459079244770873	0.8441558441558441	0.9601890960937158	up	5.6799
chr5:177946129-178003952		ENSG00000145912.4	ENSG00000145912.4	5	177580968	462	-0.00955	0.0491	-0.1945	0.8459106511220222	0.8581418581418582	0.9601890960937158	down	5.6891
chr15:30618103-32153204		ENSG00000259749.1	ENSG00000259749.1	15	30297408	462	-0.00705	0.03651	-0.1932	0.8469270105303194	0.8431568431568431	0.9601890960937158	down	1.0851
chr7:65219157-65531823		ENSG00000230189.2	ENSG00000230189.2	7	65955046	462	0.00901	0.0468	0.1924	0.8474962633264941	0.8551448551448552	0.9601890960937158	up	2.7244
chr11:18249084-18265819		ENSG00000177054.9	ENSG00000177054.9	11	19138646	462	0.01356	0.0705	0.1923	0.8476064498086368	0.8621378621378621	0.9601890960937158	up	3.223
chr2:87987171-111255403		ENSG00000135972.4	ENSG00000135972.4	2	105654441	462	0.00429	0.02235	0.1921	0.8477275299114956	0.8421578421578422	0.9601890960937158	up	4.4398
chr12:46896694-46915975		ENSG00000211584.8	ENSG00000211584.8	12	48147699	462	0.01073	0.05656	0.1897	0.8496065065106804	0.8421578421578422	0.9613771582889197	up	1.7992
chr17:16823490-18384190		ENSG00000189152.5	ENSG00000189152.5	17	19030782	462	0.00774	0.04102	0.1888	0.850329554383172	0.8561438561438561	0.9613771582889197	up	2.8379
chr6:167209001-167357782		ENSG00000249141.1	ENSG00000249141.1	6	167369612	462	0.03439	0.18333	0.1876	0.8512723501522691	0.8601398601398601	0.961564935664698	up	0.9912
chr16:16721273-18073542		ENSG00000183889.8	ENSG00000183889.8	16	16411301	462	0.03551	0.1926	0.1844	0.8538004071604842	0.8611388611388612	0.9635413893023514	up	4.6536
chr15:30618103-32153204		ENSG00000259772.1	ENSG00000259772.1	15	31523041	462	-0.01656	0.09165	-0.1807	0.8567131196750035	0.8601398601398601	0.9639932392205011	down	4.4322
chr21:43821742-43835116		ENSG00000225331.1	ENSG00000225331.1	21	45579959	462	0.01613	0.08932	0.1806	0.8567659545664897	0.8691308691308691	0.9639932392205011	up	0.9356
chr16:75206214-75222748		ENSG00000166848.4	ENSG00000166848.4	16	75681684	462	-0.00156	0.00866	-0.1803	0.8569770459359494	0.8531468531468531	0.9639932392205011	down	5.5258
chr16:16721273-18073542		ENSG00000214967.4	ENSG00000214967.4	16	16472912	462	-0.01761	0.09787	-0.1799	0.8573154736524812	0.8441558441558441	0.9639932392205011	down	4.5684
chr1:25324280-25369060		ENSG00000117643.9	ENSG00000117643.9	1	25943959	462	-0.00382	0.02146	-0.178	0.8587762861671322	0.8491508491508492	0.9647595664926585	down	0.4683
chr21:13987773-14056796		ENSG00000235609.1	ENSG00000235609.1	21	16254296	462	0.0031	0.01769	0.1753	0.8608936274245081	0.8501498501498501	0.9661348839941336	up	0.3033
chr1:25324280-25369060		ENSG00000001460.12	ENSG00000001460.12	1	24743424	462	0.00413	0.02387	0.1732	0.8625970514094482	0.8861138861138861	0.9661348839941336	up	1.0061
chr2:87987171-111255403		ENSG00000213295.3	ENSG00000213295.3	2	106863825	462	-0.01123	0.06509	-0.1726	0.8630667437473005	0.8711288711288712	0.9661348839941336	down	1.7734
chr5:112179911-112236600		ENSG00000214784.4	ENSG00000214784.4	5	110528740	462	0.01	0.05804	0.1723	0.8632426350871271	0.8491508491508492	0.9661348839941336	up	9.4505
chr7:97445822-97459601		ENSG00000232097.1	ENSG00000232097.1	7	97568106	462	0.00261	0.01528	0.1711	0.8642085490198415	0.8821178821178821	0.9661348839941336	up	0.2102
chr14:85872200-85889269		ENSG00000258733.1	ENSG00000258733.1	14	86401054	462	0.00253	0.01492	0.1696	0.8654036117720812	0.8651348651348651	0.9661348839941336	up	0.4285
chr13:52310302-52320954		ENSG00000139668.5	ENSG00000139668.5	13	52158644	462	-0.02454	0.14478	-0.1695	0.865463316922047	0.8541458541458542	0.9661348839941336	down	2.0048
chr17:3082008-3221835		ENSG00000262402.1	ENSG00000262402.1	17	2031198	462	0.03071	0.18341	0.1674	0.8671011305750064	0.8841158841158842	0.967010629296337	up	0.4864
chr2:87987171-111255403		ENSG00000231486.3	ENSG00000231486.3	2	89165653	462	0.04537	0.27561	0.1646	0.8693110690894643	0.8711288711288712	0.967010629296337	up	5.1815
chr1:149843518-149850293		ENSG00000229801.1	ENSG00000229801.1	1	149591762	462	-0.00714	0.04356	-0.1638	0.8699299769376108	0.8671328671328671	0.967010629296337	down	0.1473
chr16:16721273-18073542		ENSG00000263335.1	ENSG00000263335.1	16	15820531	462	0.04719	0.28835	0.1637	0.8700806377969114	0.8651348651348651	0.967010629296337	up	1.0792
chr2:87987171-111255403		ENSG00000211592.2	ENSG00000211592.2	2	89157196	462	0.04982	0.31023	0.1606	0.8724962025502339	0.8881118881118881	0.967010629296337	up	10.9346
chr17:16823490-18384190		ENSG00000231458.1	ENSG00000231458.1	17	16586751	462	-0.00416	0.02603	-0.1596	0.8732397148155036	0.8641358641358642	0.967010629296337	down	1.9865
chr5:177946129-178003952		ENSG00000249684.1	ENSG00000249684.1	5	177377336	462	0.01945	0.12274	0.1585	0.8741626478333843	0.8831168831168831	0.967010629296337	up	0.3483
chr17:3082008-3221835		ENSG00000070444.8	ENSG00000070444.8	17	2304412	462	0.03816	0.24169	0.1579	0.8746125413622297	0.8451548451548452	0.967010629296337	up	2.058
chr2:87987171-111255403		ENSG00000214199.3	ENSG00000214199.3	2	107315132	462	0.0035	0.02232	0.1568	0.8754378321090756	0.8851148851148851	0.967010629296337	up	11.9143
chr2:87987171-111255403		ENSG00000153214.5	ENSG00000153214.5	2	112812800	462	-0.00959	0.06134	-0.1563	0.8758481062091389	0.8601398601398601	0.967010629296337	down	3.2287
chr1:149843518-149850293		ENSG00000203812.2	ENSG00000203812.2	1	149822643	462	0.04976	0.32071	0.1551	0.8767790756679956	0.8621378621378621	0.967010629296337	up	4.5246
chr3:195749463-195980207		ENSG00000229325.1	ENSG00000229325.1	3	195003470	462	0.00131	0.0085	0.1547	0.8771354769341488	0.8761238761238761	0.967010629296337	up	0.2154
chr13:53902573-54093373		ENSG00000136149.6	ENSG00000136149.6	13	55015450	462	0.00777	0.05065	0.1534	0.8781344789358819	0.8731268731268731	0.967010629296337	up	10.7184
chr2:87987171-111255403		ENSG00000144199.6	ENSG00000144199.6	2	97760619	462	0.00464	0.03037	0.1527	0.878732855493114	0.8741258741258742	0.967010629296337	up	4.5676
chr16:14954790-15100859		ENSG00000260872.1	ENSG00000260872.1	16	15114345	462	-0.00124	0.00815	-0.152	0.8792591127600591	0.8791208791208791	0.967010629296337	down	0.2552
chr3:75454477-75455715		ENSG00000240809.1	ENSG00000240809.1	3	76483169	462	0.00176	0.0116	0.1513	0.8797739993798827	0.8771228771228772	0.967010629296337	up	4.752
chr21:43821742-43835116		ENSG00000215458.4	ENSG00000215458.4	21	45232448	462	0.01431	0.09465	0.1511	0.8799262891759041	0.8781218781218781	0.967010629296337	up	0.3662
chr17:16823490-18384190		ENSG00000226478.2	ENSG00000226478.2	17	16650075	462	0.00721	0.04808	0.1499	0.8808806438638348	0.8851148851148851	0.967010629296337	up	3.7044
chr7:97445822-97459601		ENSG00000164715.5	ENSG00000164715.5	7	97736197	462	0.00215	0.0144	0.1493	0.8813568106281312	0.8931068931068931	0.967010629296337	up	1.4494
chr3:195749463-195980207		ENSG00000174013.7	ENSG00000174013.7	3	196295482	462	0.0015	0.01011	0.1487	0.8818699519188726	0.8791208791208791	0.967010629296337	up	3.1192
chr3:195749463-195980207		ENSG00000163964.9	ENSG00000163964.9	3	196366646	462	-0.00913	0.06185	-0.1476	0.8827560729235527	0.8741258741258742	0.9671256798932375	down	5.4237
chr2:87987171-111255403		ENSG00000243290.1	ENSG00000243290.1	2	89340242	462	0.04713	0.32872	0.1434	0.8860698754201779	0.8891108891108891	0.9693170219504542	up	4.2076
chr17:16823490-18384190		ENSG00000262319.1	ENSG00000262319.1	17	19047002	462	0.0069	0.04852	0.1423	0.8869098642486423	0.8721278721278721	0.9693170219504542	up	1.3942
chr1:25324280-25369060		ENSG00000182749.5	ENSG00000182749.5	1	26197744	462	-0.00196	0.01379	-0.142	0.887150816760936	0.8911088911088911	0.9693170219504542	down	2.1608
chr5:177946129-178003952		ENSG00000184840.7	ENSG00000184840.7	5	177019159	462	0.00699	0.04957	0.1411	0.8878881283455695	0.8631368631368631	0.9693170219504542	up	6.7263
chr7:5989046-6735643		ENSG00000106346.7	ENSG00000106346.7	7	6144515	462	0.00359	0.02641	0.136	0.8919104244396567	0.8931068931068931	0.9723432198013914	up	2.1035
chr2:87987171-111255403		ENSG00000153208.11	ENSG00000153208.11	2	112656056	462	-0.01103	0.08133	-0.1356	0.8922309351327791	0.8831168831168831	0.9723432198013914	down	0.7839
chr16:28471892-28637651		ENSG00000261740.1	ENSG00000261740.1	16	29465972	462	0.00603	0.046	0.1311	0.8957477614220126	0.8891108891108891	0.9724127758499728	up	3.8355
chr1:25324280-25369060		ENSG00000117614.5	ENSG00000117614.5	1	25558993	462	0.00183	0.01396	0.1308	0.8959567543934377	0.8901098901098901	0.9724127758499728	up	4.6981
chr16:14954790-15100859		ENSG00000183793.9	ENSG00000183793.9	16	15474904	462	-0.00223	0.01707	-0.1308	0.896001557672838	0.9070929070929071	0.9724127758499728	down	4.2558
chr16:28471892-28637651		ENSG00000254206.1	ENSG00000254206.1	16	29415350	462	-0.00241	0.01845	-0.1306	0.896136086393561	0.9140859140859141	0.9724127758499728	down	3.3536
chr1:25324280-25369060		ENSG00000228172.1	ENSG00000228172.1	1	26146263	462	-0.00195	0.0151	-0.1295	0.8970415932517226	0.8941058941058941	0.9724127758499728	down	0.1794
chr13:48199250-48206639		ENSG00000136143.7	ENSG00000136143.7	13	48612125	462	0.02779	0.2169	0.1281	0.8980953294620124	0.8851148851148851	0.9724127758499728	up	4.1409
chr17:45585159-46292045		ENSG00000259753.1	ENSG00000259753.1	17	45331263	462	-0.00632	0.05015	-0.126	0.8997857029237204	0.8881118881118881	0.9724127758499728	down	0.4373
chr17:16823490-18384190		ENSG00000205309.7	ENSG00000205309.7	17	17206649	462	-0.00451	0.03579	-0.1259	0.8998454376858629	0.8951048951048951	0.9724127758499728	down	1.7055
chr1:149843518-149850293		ENSG00000187145.10	ENSG00000187145.10	1	150266289	462	0.00719	0.05725	0.1255	0.9001641791888525	0.8891108891108891	0.9724127758499728	up	4.9699
chr17:16823490-18384190		ENSG00000108591.4	ENSG00000108591.4	17	17991239	462	-0.00469	0.03762	-0.1246	0.9008909359287189	0.9050949050949051	0.9724127758499728	down	4.0271
chr13:48199250-48206639		ENSG00000229111.1	ENSG00000229111.1	13	48651273	462	-0.02199	0.17658	-0.1246	0.9009349385298212	0.8911088911088911	0.9724127758499728	down	2.5331
chr3:75454477-75455715		ENSG00000213300.4	ENSG00000213300.4	3	75263782	462	-0.00115	0.00952	-0.1208	0.9039187921756742	0.9090909090909091	0.9747835058479831	down	7.8507
chr1:248128773-248428856		ENSG00000224521.1	ENSG00000224521.1	1	248712057	421	0.01919	0.16638	0.1153	0.9082371028780503	0.9140859140859141	0.9778679147377098	up	1.7278
chr13:52310302-52320954		ENSG00000250299.1	ENSG00000250299.1	13	53191693	462	-0.15486	1.34458	-0.1152	0.9083587253217822	0.9180819180819181	0.9778679147377098	down	3.2228
chr16:16721273-18073542		ENSG00000170540.9	ENSG00000170540.9	16	18813000	462	0.02392	0.20978	0.114	0.9092837740510594	0.929070929070929	0.9780133034537025	up	4.3362
chr17:3082008-3221835		ENSG00000213977.3	ENSG00000213977.3	17	3571976	462	-0.04701	0.41873	-0.1123	0.9106605207612657	0.903096903096903	0.9782978039111438	down	2.8532
chr8:7301024-12598379		ENSG00000164733.14	ENSG00000164733.14	8	11726957	462	-0.00449	0.04076	-0.1101	0.912359442651427	0.9230769230769231	0.9782978039111438	down	4.5979
chr16:28471892-28637651		ENSG00000261329.1	ENSG00000261329.1	16	27730104	462	0.00104	0.00963	0.1081	0.9139640258202409	0.9150849150849151	0.9782978039111438	up	0.2222
chr8:7301024-12598379		ENSG00000253426.1	ENSG00000253426.1	8	9009252	462	0.00112	0.01048	0.107	0.9147998554583749	0.9110889110889111	0.9782978039111438	up	0.2122
chr1:149843518-149850293		ENSG00000183558.5	ENSG00000183558.5	1	149814478	462	0.03118	0.29272	0.1065	0.9152265101972555	0.9070929070929071	0.9782978039111438	up	3.8124
chr21:13987773-14056796		ENSG00000229047.1	ENSG00000229047.1	21	16333630	462	-0.00455	0.04311	-0.1055	0.9160629678888297	0.9250749250749251	0.9782978039111438	down	1.6904
chr17:16823490-18384190		ENSG00000177427.7	ENSG00000177427.7	17	18163869	462	-0.00194	0.01838	-0.1054	0.9160718246164875	0.9240759240759241	0.9782978039111438	down	1.6521
chr8:7301024-12598379		ENSG00000250752.2	ENSG00000250752.2	8	6756990	462	-0.00097	0.00925	-0.1048	0.9165460538146207	0.9080919080919081	0.9782978039111438	down	0.1789
chr1:149843518-149850293		ENSG00000237168.1	ENSG00000237168.1	1	149664577	462	-0.00691	0.06604	-0.1047	0.9166603009183577	0.9250749250749251	0.9782978039111438	down	0.2936
chr8:7301024-12598379		ENSG00000254340.1	ENSG00000254340.1	8	8998934	462	0.0012	0.01195	0.1009	0.9197096912299497	0.9230769230769231	0.9803615851245185	up	0.352
chr20:47841016-47888238		ENSG00000224565.1	ENSG00000224565.1	20	46041071	462	0.00869	0.08685	0.1001	0.9203386809762671	0.922077922077922	0.9803615851245185	up	1.4231
chr5:177946129-178003952		ENSG00000146067.11	ENSG00000146067.11	5	176981542	462	-0.02048	0.20635	-0.0993	0.9209697281904806	0.9240759240759241	0.9803615851245185	down	4.0051
chr16:16721273-18073542		ENSG00000167186.6	ENSG00000167186.6	16	19078921	462	0.01656	0.17087	0.0969	0.9228314610356864	0.9070929070929071	0.980429870367483	up	3.065
chr2:45065588-45081777		ENSG00000219391.1	ENSG00000219391.1	2	44293293	462	0.00381	0.03966	0.096	0.9236023721403511	0.9300699300699301	0.980429870367483	up	5.0552
chr17:16823490-18384190		ENSG00000175061.9	ENSG00000175061.9	17	16342289	462	-0.00283	0.02955	-0.0958	0.9237102091003377	0.9210789210789211	0.980429870367483	down	8.8926
chr7:5989046-6735643		ENSG00000106399.7	ENSG00000106399.7	7	7758238	462	0.00536	0.05672	0.0944	0.9248188482601127	0.9330669330669331	0.980429870367483	up	5.1128
chr12:75713180-75731794		ENSG00000257497.1	ENSG00000257497.1	12	75883600	462	-0.00524	0.05562	-0.0942	0.9249936095227949	0.932067932067932	0.980429870367483	down	0.8462
chr7:5989046-6735643		ENSG00000226150.1	ENSG00000226150.1	7	6836573	462	-0.00557	0.06215	-0.0896	0.9286538758764126	0.952047952047952	0.9820469348403468	down	0.3173
chr11:18249084-18265819		ENSG00000129158.5	ENSG00000129158.5	11	18034709	462	-0.00585	0.06541	-0.0894	0.9288276184992975	0.9300699300699301	0.9820469348403468	down	3.4997
chr17:16823490-18384190		ENSG00000262992.1	ENSG00000262992.1	17	18932637	462	0.00436	0.04886	0.0893	0.9288989989483409	0.9310689310689311	0.9820469348403468	up	1.5327
chr1:149843518-149850293		ENSG00000223945.1	ENSG00000223945.1	1	150025846	462	0.00283	0.03371	0.084	0.9330728805546045	0.9470529470529471	0.9842820288927917	up	0.1749
chr2:87987171-111255403		ENSG00000144182.12	ENSG00000144182.12	2	99771418	462	0.00926	0.11051	0.0838	0.9332595240887607	0.9440559440559441	0.9842820288927917	up	2.7518
chr17:45585159-46292045		ENSG00000004897.6	ENSG00000004897.6	17	45266788	462	0.00704	0.08414	0.0836	0.93339830526667	0.9330669330669331	0.9842820288927917	up	5.588
chr5:177946129-178003952		ENSG00000113758.9	ENSG00000113758.9	5	176901402	462	0.01791	0.2323	0.0771	0.9385841389920481	0.9410589410589411	0.9880616661231835	up	3.304
chr16:14954790-15100859		ENSG00000140694.12	ENSG00000140694.12	16	14726585	462	0.00157	0.0206	0.076	0.9394279880983557	0.938061938061938	0.9880616661231835	up	4.7569
chr11:71571819-71576724		ENSG00000228915.3	ENSG00000228915.3	11	71604456	462	0.00228	0.03049	0.0748	0.9403822060890924	0.945054945054945	0.9880616661231835	up	0.1677
chr2:87987171-111255403		ENSG00000240834.1	ENSG00000240834.1	2	90198535	462	0.02253	0.30783	0.0732	0.9416894438711603	0.954045954045954	0.9880616661231835	up	3.7622
chr12:46896694-46915975		ENSG00000134294.9	ENSG00000134294.9	12	46766650	462	-0.00313	0.04329	-0.0723	0.9424218017717603	0.9460539460539461	0.9880616661231835	down	6.1954
chr2:87987171-111255403		ENSG00000236431.1	ENSG00000236431.1	2	96202243	462	-0.00201	0.02795	-0.072	0.942673710893895	0.951048951048951	0.9880616661231835	down	0.2819
chr1:25324280-25369060		ENSG00000238084.2	ENSG00000238084.2	1	25725203	462	0.00106	0.01482	0.0713	0.9432225666245123	0.929070929070929	0.9880616661231835	up	6.0368
chr2:87987171-111255403		ENSG00000227259.1	ENSG00000227259.1	2	101207590	462	-0.00348	0.04995	-0.0696	0.9445240016072244	0.936063936063936	0.9880616661231835	down	0.5628
