Phenotype	Q_GLOBAL	P_Value_x	P_Value_y	N_Total	N_Cases	N_Controls	Beta	OR	P_Valid	P_Source_x	OR_CI95	CI_Method	CI_Sided	CI_Valid	CI_LO_OR	CI_HI_OR	Used_Ridge	Final_Is_MLE	Used_Firth	Inference_Type	N_Total_Used	N_Cases_Used	N_Controls_Used	Model_Notes	Inversion	P_LRT_Overall	P_Overall_Valid	P_Source_y	P_Method	Sig_Global	CI_Valid_DISPLAY	CI_Method_DISPLAY	OR_CI95_DISPLAY	CI_LO_OR_DISPLAY	CI_HI_OR_DISPLAY
Disorders_of_phosphorus_metabolism	0.9316969675064062	0.7788435103	0.7788435103	198643	6152	192491	0.007309753337	1.007336535	TRUE	lrt_mle	0.957,1.060	lrt_quadratic	two	True	0.9572343887839136	1.0600610532085961	FALSE	TRUE	FALSE	mle	198643	6152	192491	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.7788435103	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.957,1.060	0.9572343887839136	1.0600610532085961
Pain_in_hand_and_fingers	0.9316969675064062	0.778865585	0.778865585	209628	27055	182573	0.003556158931	1.00356249	TRUE	lrt_mle	0.979,1.029	lrt_quadratic	two	True	0.9789587401644326	1.0287845944305414	FALSE	TRUE	FALSE	mle	209628	27055	182573	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.778865585	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.979,1.029	0.9789587401644326	1.0287845944305414
Spontaneous_abortion_or_history_of_recurrent_pregnancy_loss	0.9316969675064062	0.7792207792	0.7792207792	362966	4087	358879	0.009814533306	1.009862854	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	211145	4064	207081	sex_restricted_to_0;sex_majority_restricted_to_0;firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45585160-INV-706887		TRUE	score_boot_mle	score_boot_mle	False	FALSE				
Disorders_of_diaphragm	0.9316969675064062	0.7794362265	0.7794362265	211582	1950	209632	-0.0122480678	0.9878266345	TRUE	lrt_mle	0.907,1.076	lrt_quadratic	two	True	0.906679280875934	1.0762366366810217	FALSE	TRUE	FALSE	mle	211582	1950	209632	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.7794362265	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.907,1.076	0.906679280875934	1.0762366366810217
Abnormality_of_gait_and_mobility	0.9316969675064062	0.7795848605	0.7795848605	232446	18261	214185	0.004224225599	1.00423316	TRUE	lrt_mle	0.975,1.034	lrt_quadratic	two	True	0.974959259086936	1.0343860327273093	FALSE	TRUE	FALSE	mle	232446	18261	214185	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.7795848605	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.975,1.034	0.974959259086936	1.0343860327273093
Stricture_or_kinking_of_ureter	0.9316969675064062	0.7802197802	0.7802197802	222234	1119	221115	0.01690910614	1.017052874	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	222234	1119	221115	firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45585160-INV-706887		TRUE	score_boot_mle	score_boot_mle	False	FALSE				
Graves_disease_Toxic_diffuse_goiter	0.9316969675064062	0.780536967	0.780536967	194949	2458	192491	0.01110065537	1.011162496	TRUE	lrt_mle	0.935,1.093	lrt_quadratic	two	True	0.9352068436521029	1.0932871169392606	FALSE	TRUE	FALSE	mle	194949	2458	192491	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.780536967	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.935,1.093	0.9352068436521029	1.0932871169392606
Mononeuritis_of_upper_limb	0.9316969675064062	0.7806557146	0.7806557146	239461	25276	214185	0.003593841558	1.003600307	TRUE	lrt_mle	0.979,1.029	lrt_quadratic	two	True	0.9785324866346273	1.0293103093336873	FALSE	TRUE	FALSE	mle	239461	25276	214185	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.7806557146	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.979,1.029	0.9785324866346273	1.0293103093336873
Retention_of_urine	0.9316969675064062	0.7815870498	0.7815870498	239141	18026	221115	-0.00411878512	0.9958896854	TRUE	lrt_mle	0.967,1.025	lrt_quadratic	two	True	0.9673106627094884	1.0253130703549014	FALSE	TRUE	FALSE	mle	239141	18026	221115	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.7815870498	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.967,1.025	0.9673106627094884	1.0253130703549014
Cyst_or_abscess_of_Bartholins_gland	0.9316969675064062	0.7822177822	0.7822177822	222232	1117	221115	0.01896383838	1.019144794	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	126374	1116	125258	sex_restricted_to_0;sex_majority_restricted_to_0;firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45585160-INV-706887		TRUE	score_boot_mle	score_boot_mle	False	FALSE				
Bacterial_infections	0.9323749828091106	0.78363695	0.78363695	299894	51793	248101	0.002581655007	1.00258499	TRUE	lrt_mle	0.984,1.021	lrt_quadratic	two	True	0.9842787520151075	1.0212316996714736	FALSE	TRUE	FALSE	mle	299894	51793	248101	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.78363695	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.984,1.021	0.9842787520151075	1.0212316996714736
Malignant_neoplasm_of_the_thoracic_and_respiratory_organs	0.9334306381317443	0.7853750948	0.7853750948	260204	3437	256767	-0.008750058197	0.9912881122	TRUE	lrt_mle	0.931,1.056	lrt_quadratic	two	True	0.9307854928781356	1.055723503222789	FALSE	TRUE	FALSE	mle	260204	3437	256767	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.7853750948	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.931,1.056	0.9307854928781356	1.055723503222789
Pyuria	0.9347959808204104	0.7882117882	0.7882117882	183752	1179	182573	0.01734859976	1.017499961	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	183752	1179	182573	firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45585160-INV-706887		TRUE	score_boot_mle	score_boot_mle	False	FALSE				
Exostosis	0.9347959808204104	0.7883094419	0.7883094419	200910	13061	187849	-0.004722436027	0.9952886971	TRUE	lrt_mle	0.962,1.030	lrt_quadratic	two	True	0.9615642758777583	1.0301959167047317	FALSE	TRUE	FALSE	mle	200910	13061	187849	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.7883094419	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.962,1.030	0.9615642758777583	1.0301959167047317
Hernia_of_the_abdominal_wall	0.9347959808204104	0.7890802901	0.7890802901	217131	20532	196599	0.003778540574	1.003785688	TRUE	lrt_mle	0.976,1.032	lrt_quadratic	two	True	0.9763773107499067	1.0319634600870848	FALSE	TRUE	FALSE	mle	217131	20532	196599	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.7890802901	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.976,1.032	0.9763773107499067	1.0319634600870848
Placenta_previa	0.9371486085755388	0.7922077922	0.7922077922	360047	1168	358879	0.01497088101	1.015083506	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	208248	1167	207081	sex_restricted_to_0;sex_majority_restricted_to_0;firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45585160-INV-706887		TRUE	score_boot_mle	score_boot_mle	False	FALSE				
Pressure_ulcer	0.9371486085755388	0.7927747573	0.7927747573	233617	3156	230461	-0.009028706092	0.9910119303	TRUE	lrt_mle	0.926,1.060	lrt_quadratic	two	True	0.9264565469442475	1.0600655251520859	FALSE	TRUE	FALSE	mle	233617	3156	230461	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.7927747573	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.926,1.060	0.9264565469442475	1.0600655251520859
Delirium	0.9372161096853606	0.7936862041	0.7936862041	242012	2927	239085	0.009320020376	1.009363587	TRUE	lrt_mle	0.941,1.082	lrt_quadratic	two	True	0.9412682492952342	1.0823852302895824	FALSE	TRUE	FALSE	mle	242012	2927	239085	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.7936862041	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.941,1.082	0.9412682492952342	1.0823852302895824
Contracture_of_muscle	0.9391780262703225	0.7962037962	0.7962037962	188863	1014	187849	-0.01498082212	0.9851308321	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	188863	1014	187849	firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45585160-INV-706887		TRUE	score_boot_mle	score_boot_mle	False	FALSE				
Noninflammatory_disorders_of_ovary_fallopian_tube_and_broad_ligament	0.9423918318809626	0.8001725603	0.8001725603	241373	20258	221115	-0.003704916306	0.9963019384	TRUE	lrt_mle	0.968,1.025	lrt_quadratic	two	True	0.9681265454173714	1.0252973200814925	FALSE	TRUE	FALSE	mle	145496	20238	125258	sex_restricted_to_0;sex_majority_restricted_to_0;ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.8001725603	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.968,1.025	0.9681265454173714	1.0252973200814925
Amenorrhea	0.9423918318809626	0.8011988012	0.8011988012	230783	9668	221115	-0.005542837741	0.9944724954	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	134912	9654	125258	sex_restricted_to_0;sex_majority_restricted_to_0;firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45585160-INV-706887		TRUE	score_boot_mle	score_boot_mle	False	FALSE				
Dislocation_of_shoulder	0.9423918318809626	0.802956764	0.802956764	189996	2147	187849	-0.01013541215	0.989915778	TRUE	lrt_mle	0.914,1.072	lrt_quadratic	two	True	0.9141618043887498	1.071947266803504	FALSE	TRUE	FALSE	mle	189996	2147	187849	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.802956764	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.914,1.072	0.9141618043887498	1.071947266803504
Articular_cartilage_disorder	0.9423918318809626	0.8031968032	0.8031968032	189624	1775	187849	0.01129906618	1.011363142	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	189624	1775	187849	firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45585160-INV-706887		TRUE	score_boot_mle	score_boot_mle	False	FALSE				
Obsessive_compulsive_disorder	0.9423918318809626	0.8032236671	0.8032236671	241786	2701	239085	-0.00873218806	0.9913058268	TRUE	lrt_mle	0.926,1.062	lrt_quadratic	two	True	0.9255035382027885	1.0617865860158497	FALSE	TRUE	FALSE	mle	241786	2701	239085	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.8032236671	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.926,1.062	0.9255035382027885	1.0617865860158497
Esophageal_ulcer	0.9448660314117522	0.8061938062	0.8061938062	198511	1912	196599	-0.009896422065	0.9901523864	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	198511	1912	196599	firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45585160-INV-706887		TRUE	score_boot_mle	score_boot_mle	False	FALSE				
Persistent_headache_syndromes_non_migraine	0.946196812801921	0.8081918082	0.8081918082	215649	1464	214185	-0.01136641076	0.9886979428	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	215649	1464	214185	firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45585160-INV-706887		TRUE	score_boot_mle	score_boot_mle	False	FALSE				
Disorders_resulting_from_impaired_renal_function	0.9466746020068085	0.8098577546	0.8098577546	225897	4782	221115	-0.007221681941	0.9928043317	TRUE	lrt_mle	0.936,1.053	lrt_quadratic	two	True	0.9360856855475793	1.0529596343053342	FALSE	TRUE	FALSE	mle	225897	4782	221115	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.8098577546	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.936,1.053	0.9360856855475793	1.0529596343053342
Pinguecula	0.9466746020068085	0.8108991684	0.8108991684	259270	1582	257688	0.01151692401	1.011583499	TRUE	lrt_mle	0.921,1.112	lrt_quadratic	two	True	0.9205125225437345	1.1116645896917434	FALSE	TRUE	FALSE	mle	259270	1582	257688	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.8108991684	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.921,1.112	0.9205125225437345	1.1116645896917434
Corneal_ulcer	0.9466746020068085	0.8111888112	0.8111888112	258782	1094	257688	-0.01383838243	0.9862569278	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	258782	1094	257688	firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45585160-INV-706887		TRUE	score_boot_mle	score_boot_mle	False	FALSE				
Lattice_degeneration_of_retina	0.947612128493305	0.8128559826	0.8128559826	259931	2243	257688	0.009854622752	1.009903339	TRUE	lrt_mle	0.931,1.096	lrt_quadratic	two	True	0.9307817908529957	1.0957506528833667	FALSE	TRUE	FALSE	mle	259931	2243	257688	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.8128559826	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.931,1.096	0.9307817908529957	1.0957506528833667
Hemorrhage_in_early_pregnancy	0.9483114976398727	0.8151848152	0.8151848152	364612	5733	358879	-0.005924744664	0.994092772	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	212813	5732	207081	sex_restricted_to_0;sex_majority_restricted_to_0;firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45585160-INV-706887		TRUE	score_boot_mle	score_boot_mle	False	FALSE				
Umbilical_cord_complications	0.9483114976398727	0.8151848152	0.8151848152	364041	5162	358879	-0.006742822699	0.9932798591	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	212240	5159	207081	sex_restricted_to_0;sex_majority_restricted_to_0;firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45585160-INV-706887		TRUE	score_boot_mle	score_boot_mle	False	FALSE				
Premature_depolarization_Premature_beats	0.9487795502805497	0.8175534042	0.8175534042	222947	13115	209832	-0.004011707251	0.9959963289	TRUE	lrt_mle	0.963,1.031	lrt_quadratic	two	True	0.9626213676785309	1.0305284304752964	FALSE	TRUE	FALSE	mle	222947	13115	209832	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.8175534042	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.963,1.031	0.9626213676785309	1.0305284304752964
Behavioral_and_emotional_disorders_with_onset_usually_in_childhood_and_adolescence	0.9487795502805497	0.8178123352	0.8178123352	242119	3034	239085	-0.007563886428	0.9924646478	TRUE	lrt_mle	0.931,1.058	lrt_quadratic	two	True	0.9306057652354698	1.0584353910905642	FALSE	TRUE	FALSE	mle	242119	3034	239085	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.8178123352	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.931,1.058	0.9306057652354698	1.0584353910905642
Rheumatoid_arthritis_without_rheumatoid_factor	0.9487795502805497	0.8181818182	0.8181818182	189444	1595	187849	0.01126778866	1.011331509	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	189444	1595	187849	firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45585160-INV-706887		TRUE	score_boot_mle	score_boot_mle	False	FALSE				
Abnormal_posture	0.9494402002361141	0.8196170188	0.8196170188	216203	2018	214185	-0.009481805012	0.9905630056	TRUE	lrt_mle	0.913,1.075	lrt_quadratic	two	True	0.9130385960888511	1.0746698684908889	FALSE	TRUE	FALSE	mle	216203	2018	214185	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.8196170188	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.913,1.075	0.9130385960888511	1.0746698684908889
Hyperlipidemia	0.9511403698530826	0.8233326188	0.8233326188	310624	118133	192491	-0.001736026011	0.99826548	TRUE	lrt_mle	0.983,1.014	lrt_quadratic	two	True	0.9831670103018294	1.0135958165182175	FALSE	TRUE	FALSE	mle	310624	118133	192491	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.8233326188	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.983,1.014	0.9831670103018294	1.0135958165182175
Atrial_flutter	0.9511403698530826	0.8237429048	0.8237429048	215223	5391	209832	-0.005891309274	0.9941260105	TRUE	lrt_mle	0.944,1.047	lrt_quadratic	two	True	0.9439024810211828	1.0470218529392545	FALSE	TRUE	FALSE	mle	215223	5391	209832	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.8237429048	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.944,1.047	0.9439024810211828	1.0470218529392545
Other_symptomsdisorders_or_the_urinary_system	0.9511403698530826	0.8261791146	0.8261791146	238474	17359	221115	0.003274537747	1.003279905	TRUE	lrt_mle	0.974,1.033	lrt_quadratic	two	True	0.9743832158914927	1.033033565402829	FALSE	TRUE	FALSE	mle	238474	17359	221115	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.8261791146	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.974,1.033	0.9743832158914927	1.033033565402829
Phlebitis_and_thrombophlebitis	0.9511403698530826	0.8268244091	0.8268244091	214590	4758	209832	0.006017336949	1.006035477	TRUE	lrt_mle	0.953,1.062	lrt_quadratic	two	True	0.9532381021853013	1.06175716187334	FALSE	TRUE	FALSE	mle	214590	4758	209832	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.8268244091	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.953,1.062	0.9532381021853013	1.06175716187334
Sudden_or_transient_visual_loss	0.9511403698530826	0.8271728272	0.8271728272	258762	1074	257688	-0.01250770968	0.9875701866	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	258762	1074	257688	firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45585160-INV-706887		TRUE	score_boot_mle	score_boot_mle	False	FALSE				
Bacterial_infection_of_the_skin	0.9511403698530826	0.8272784132	0.8272784132	233670	3209	230461	-0.007094714593	0.9929303935	TRUE	lrt_mle	0.932,1.058	lrt_quadratic	two	True	0.9316255258743281	1.0582693785398574	FALSE	TRUE	FALSE	mle	233670	3209	230461	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.8272784132	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.932,1.058	0.9316255258743281	1.0582693785398574
Nerve_root_and_plexus_disorders	0.9511403698530826	0.8285424175	0.8285424175	217776	3591	214185	-0.0068027503	0.993220336	TRUE	lrt_mle	0.934,1.056	lrt_quadratic	two	True	0.9339172614387472	1.056289113208855	FALSE	TRUE	FALSE	mle	217776	3591	214185	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.8285424175	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.934,1.056	0.9339172614387472	1.056289113208855
Treponema_pallidum_syphilis	0.9511403698530826	0.8289371507	0.8289371507	250306	2205	248101	-0.009925784207	0.9901233138	TRUE	lrt_mle	0.905,1.083	lrt_quadratic	two	True	0.9048696556865018	1.0834092737976038	FALSE	TRUE	FALSE	mle	250306	2205	248101	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.8289371507	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.905,1.083	0.9048696556865018	1.0834092737976038
Renal_sclerosis_unspecified	0.9511403698530826	0.8293823585	0.8293823585	222737	1622	221115	0.01081911358	1.010877852	TRUE	lrt_mle	0.916,1.115	lrt_quadratic	two	True	0.9161427043693624	1.1154092331326628	FALSE	TRUE	FALSE	mle	222737	1622	221115	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.8293823585	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.916,1.115	0.9161427043693624	1.1154092331326628
Candidiasis	0.9511403698530826	0.8297550902	0.8297550902	271561	23460	248101	0.002889452206	1.002893631	TRUE	lrt_mle	0.977,1.030	lrt_quadratic	two	True	0.9768236009086289	1.0296594324258492	FALSE	TRUE	FALSE	mle	271561	23460	248101	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.8297550902	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.977,1.030	0.9768236009086289	1.0296594324258492
Fracture_of_bones_in_thorax	0.9530594536187695	0.8329176896	0.8329176896	198984	11135	187849	0.003883000797	1.003890549	TRUE	lrt_mle	0.968,1.041	lrt_quadratic	two	True	0.9683200829717986	1.040767668584845	FALSE	TRUE	FALSE	mle	198984	11135	187849	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.8329176896	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.968,1.041	0.9683200829717986	1.040767668584845
Narcolepsy	0.9530594536187695	0.8331668332	0.8331668332	215205	1020	214185	-0.01097723353	0.9890827964	TRUE	score_boot_mle		profile_penalized	two	FALSE			TRUE	FALSE	TRUE	firth	215205	1020	214185	firth_refit;firth_refit;inference=firth;ci=profile_penalized	chr17-45585160-INV-706887		TRUE	score_boot_mle	score_boot_mle	False	FALSE				
Cartilage_tear_of_knee	0.954080753533368	0.8362188332	0.8362188332	198942	11093	187849	-0.003811530759	0.9961957239	TRUE	lrt_mle	0.961,1.033	lrt_quadratic	two	True	0.9608399447740327	1.0328524805019716	FALSE	TRUE	FALSE	mle	198942	11093	187849	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.8362188332	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.961,1.033	0.9608399447740327	1.0328524805019716
Neutropenia	0.954080753533368	0.8362255826	0.8362255826	270257	5306	264951	-0.005478047565	0.9945369296	TRUE	lrt_mle	0.944,1.048	lrt_quadratic	two	True	0.9442013555446053	1.0475559037098765	FALSE	TRUE	FALSE	mle	270257	5306	264951	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr17-45585160-INV-706887	0.8362255826	TRUE	lrt_mle	lrt_mle	False	True	lrt_quadratic	0.944,1.048	0.9442013555446053	1.0475559037098765
